Label,Source,Formula,Density (g.cm⁻³),PLD (Å),Cp (J.g⁻¹.K⁻¹),Link to Publication
RSM4006,Experimental,Zn6 H144 C204 N12 O36,1.29337,2.86979,0.972264281,10.1039/C6NJ00090H
RSM4009,Experimental,Zn8 H144 C180 N72,0.695644,6.48376,0.91771447,10.1039/C3CE41364K
RSM4015,Experimental,Zn12 H116 C220 O56,1.04957,4.66626,0.880523964,10.1039/C4TA01372G
RSM4021,Experimental,Ag8 H96 C224 S48 N32,1.50129,3.6895,0.819472726,10.1021/acs.cgd.5b00698
RSM4023,Experimental,Ag8 H160 C144 N96,1.38654,3.50558,0.836660343,10.1039/c2dt30362k
RSM4030,Experimental,Cd24 H104 C192 N80 Cl8,0.652584,13.20099,0.627525498,10.1021/jacs.5b02999                                                 
RSM4038,Experimental,Ca10 H132 C216 O52,0.867227,4.86704,0.978555501,10.1039/C4CE01237B
RSM4040,Experimental,Cu8 H128 C244 O32,0.362983,11.97902,0.963396979,10.1021/ic1009169
RSM4054,Experimental,Zn16 H112 C192 N64 O32,1.323,5.13666,0.848024039,10.1039/C5CE00833F
RSM4062,Experimental,Zn12 Cr6 H120 C180 N12 O86,0.691388,6.54549,0.861342251,10.1021/ja406030p                                                    
RSM4063,Experimental,Gd8 H48 C168 N48 O144,1.00425,5.0351,0.772725071,10.1002/chem.201200046
RSM4068,Experimental,Sr10 H136 C216 O56,0.869295,5.32387,0.901375695,10.1039/C5CE01995H
RSM4072,Experimental,Cu12 H160 C180 N36 O32,1.21763,5.12505,0.923104626,10.1021/ic015518y
RSM4079,Experimental,In8 H128 C224 O64,0.839779,4.42622,0.864136495,10.1039/c1ce05841j
RSM4082,Experimental,Zn32 H96 C192 O104,0.599536,7.16394,0.758408142,10.1039/b604925g
RSM4092,Experimental,Co8 H144 C212 N32 O32,1.24574,3.26279,0.949051297,10.1002/ejic.201500069
RSM4098,Experimental,In80 H80 C112 S128 N32,1.48981,5.15586,0.435425713,10.1002/anie.201006531
RSM4109,Experimental,Cd12 H160 C192 S8 N32 O32,1.36976,5.48186,0.783214564,10.1039/C3CE42360C
RSM4117,Experimental,Zn8 H176 C192 N32 O32,1.19028,3.78056,1.00875959,10.1039/C5DT00011D
RSM4119,Experimental,Ni16 H128 C192 N32 O72,1.5152,3.47747,0.887760056,10.1021/ic010343d
RSM4127,Experimental,Zn8 H172 C220 N12 O32,0.588747,5.2195,0.99230693,10.1021/ja502238a
RSM4133,Experimental,Zn8 H168 C216 N56,1.1102,4.28374,0.954179419,10.1021/cm503767r
RSM4136,Experimental,Ni8 H160 C212 N16 O56,1.26885,3.63651,0.964272496,10.1021/acs.cgd.5b00067
RSM4144,Experimental,Zn12 H128 C216 N48 O48,1.11546,3.75555,0.881740549,10.1002/cjoc.201400425
RSM4160,Experimental,Zn8 H160 C232 N24 O40,1.10946,3.59381,0.960045749,10.1016/j.inoche.2012.05.003
RSM4167,Experimental,Cu46 H128 C210 N82,1.57082,4.51105,0.792101249,10.1039/a806500d
RSM4175,Experimental,Zn16 B8 H152 C184 N80 O32,0.914681,5.52775,0.873026048,10.1002/anie.201001675
RSM4181,Experimental,Co8 H176 C224 N32 O40,1.33406,3.46094,0.976330637,10.1016/j.inoche.2014.10.019
RSM4197,Experimental,Eu4 Zn38 H108 C108 N144 Cl16 O72,1.95242,3.31964,0.721673725,10.1016/j.inoche.2013.09.048
RSM4199,Experimental,Tb4 Zn38 H108 C108 N144 Cl16 O72,1.91923,3.7493,0.722791601,10.1016/j.inoche.2013.09.048
RSM4210,Experimental,Co12 H144 C240 N24 O76,0.844085,6.72294,0.91042598,10.1016/j.poly.2011.11.010
RSM4212,Experimental,La6 H156 C252 N12 O72,1.27047,4.58478,0.885804325,10.1016/j.inoche.2017.01.015
RSM4216,Experimental,Zn12 H168 C236 N48 O40,1.32901,2.96293,0.913801096,10.1039/C5CE00862J
RSM4228,Experimental,Cu12 Ni6 H216 C180 N36 O60,0.837514,7.43906,0.928619306,10.1021/acs.inorgchem.7b00681
RSM4230,Experimental,Zn32 H128 C240 O112,1.40072,5.0647,0.784735016,10.1039/c3dt50687h
RSM4232,Experimental,Zn8 H192 C224 S8 N32 O48,1.36168,3.48892,0.952391352,10.1039/C6CE00551A
RSM4237,Experimental,Zn12 H144 C232 N64 O64,0.833721,8.17191,0.900717951,10.1039/C6DT00568C
RSM4240,Experimental,Zn12 H168 C276 N12 O48,0.398147,7.84904,0.917007404,10.1039/c2dt12088g
RSM4241,Experimental,Cu12 H192 C216 O96,0.655283,8.55283,0.970695138,10.1002/ejic.201601242
RSM4255,Experimental,Cd8 H192 C280 N24 O20,0.822248,6.40635,0.901400892,10.1021/cg500269h
RSM4258,Experimental,K8 Cd20 H112 C256 O128,1.40446,6.59049,0.728357511,10.14102/j.cnki.0254-5861.2011-1225
RSM4260,Experimental,Nd8 H156 C288 N24 O48,1.23826,3.0113,0.832759504,10.1021/cg060520r
RSM4271,Experimental,Cu8 H192 C232 N32 O64,1.03168,4.34601,0.965275128,10.1021/ic034246r
RSM4278,Experimental,Cu48 H72 C216 N96 O104,0.641567,7.88407,0.707417447,10.1038/srep25595
RSM4290,Experimental,Cu12 H156 C324 O48,0.852891,5.25129,0.911451408,10.1038/srep20672
RSM4294,Experimental,Zn16 H192 C240 N32 O64,0.974358,9.64815,0.889057986,10.1039/c0dt00999g
RSM4297,Experimental,La16 H144 C288 O96,1.67867,3.45591,0.74402483,10.1080/15533174.2013.778884
RSM4298,Experimental,Gd16 H144 C288 O96,1.83199,3.27451,0.709264033,10.1039/b415337e
RSM4306,Experimental,Cu24 H144 C264 O120,0.606644,6.72438,0.829497093,10.1002/anie.201201202
RSM4311,Experimental,Cu24 H120 C288 N24 O96,0.57329,6.67626,0.856036634,10.1002/chem.201101341
RSM4322,Experimental,Sr8 H192 C336 Cl4 O32,1.08919,4.07763,0.928616195,10.1021/acs.cgd.5b01617
RSM4327,Experimental,Gd12 H176 C320 O64,0.774142,7.96997,0.773570328,10.11862/CJIC.2016.175
RSM4338,Experimental,Ni8 H224 C288 N16 O48,1.22819,3.86087,0.992850492,10.1021/cg2008057
RSM4356,Experimental,Zn72 H96 C192 O240,2.03717,2.97043,0.685832002,10.1021/ja0474190
RSM4357,Experimental,Zn24 H168 C240 N120 O48,0.990549,7.99128,0.84744216,10.1126/science.1152516
RSM4362,Experimental,Sc18 H180 C324 O78,0.678029,19.98716,0.943461375,10.1002/chem.201000926
RSM4364,Experimental,Zn16 H184 C278 N60 O64,1.11182,4.29711,0.891549558,10.1021/cg3017358
RSM4370,Experimental,Zn32 H112 C288 N48 O128,0.691602,5.69677,0.767150224,10.1039/c2cc34921c
RSM4380,Experimental,Ag18 H240 C264 N72 O24,1.29245,4.114,0.836137383,10.1039/C4CC03204G
RSM4385,Experimental,Cu16 H240 C288 I16 N32 O32,1.26959,3.52828,0.754201938,10.1002/chem.201404552
RSM4397,Experimental,Zn12 H168 C408 O48,0.28827,19.07191,0.963823505,10.1039/C5CC01635E
RSM4412,Experimental,Zn16 H224 C360 O56,0.994144,7.32449,0.925565791,10.1021/ic0609002
RSM4419,Experimental,Zn40 H160 C296 O168,0.745703,5.69777,0.772616079,10.1021/ic202635a
RSM4456,Experimental,Gd28 H212 C340 O140,1.40189,4.72531,0.674382297,10.1002/cjoc.201500605
RSM4457,Experimental,Cd24 H184 C278 N240,1.07615,4.34654,0.751024921,10.1021/cg300827e                                                    
RSM4460,Experimental,Rb6 Co4 H372 C300 O48,0.95769,4.20135,1.120439836,10.1021/ic8008859
RSM4464,Experimental,Mn24 H264 C312 N64 O72,0.845457,7.89067,0.936099145,10.1021/ic991079f
RSM4480,Experimental,Zn20 H288 C324 N72 O48,0.763065,4.92525,0.957707446,10.1002/chem.201200696
RSM4489,Experimental,Cd8 H368 C336 O64,1.06609,2.91843,1.018629099,10.1039/c2cc30988b
RSM4490,Experimental,Cu24 H192 C384 N80 O96,0.474693,8.6428,0.856499464,10.1021/cm404155s
RSM4491,Experimental,Mn24 H288 C328 N64 O72,0.867231,7.43106,0.940381637,10.1021/ic0486872
RSM4506,Experimental,Cu4 H380 C400 N16,0.934395,3.20475,1.209501931,10.1021/jacs.6b10460                                                 
RSM4509,Experimental,Eu8 H288 C318 N48 O144,1.34652,3.75896,0.920529516,10.1016/j.jssc.2009.07.062
RSM4517,Experimental,Cu12 H288 C384 N96 O48,0.520194,14.81029,0.97758433,10.1039/b702216f
RSM4548,Experimental,Cd24 H272 C480 N80 O96,1.55419,3.81736,0.804819475,10.1039/b907839h
RSM4556,Experimental,Cu24 H336 C528 O96,0.42491,10.94227,0.927098831,10.1021/acs.cgd.7b00188
RSM4560,Experimental,Zn32 H288 C480 N48 O152,0.557719,7.24602,0.879485514,10.1039/c0nj00272k
RSM4564,Experimental,Mn24 H456 C408 N64 O72,1.01258,3.53253,1.011587513,10.1021/ic0486872
RSM4565,Experimental,Mn24 H456 C408 N64 O72,1.00474,3.75893,1.011060451,10.1021/ic0486872
RSM4579,Experimental,Zn24 H336 C624 O96,0.500626,10.40203,0.905675786,10.1021/ic401870e
RSM4599,Experimental,Zn48 H480 C672 N192,0.940015,3.2903,0.874076089,10.1038/nmat1927
RSM4602,Experimental,Cd24 H624 C672 O96,0.73242,9.99683,0.948625538,10.1021/ja808995d                                                    
str_m2_o1_o17_pcu_sym.129,In Silico,Cu2 H50 C44 N16 O8,1.09244,4.75415,0.987040628,10.1038/s41586-019-1798-7                                            
str_m2_o1_o19_pcu_sym.61,In Silico,Cu2 H36 C30 N6 O8,1.00417,3.75808,0.993823132,10.1038/s41586-019-1798-7                                            
str_m2_o1_o9_pcu_sym.185,In Silico,Cu2 H18 C32 N4 O18,1.29271,4.2784,0.901735051,10.1038/s41586-019-1798-7                                            
str_m2_o10_o14_pcu_sym.22,In Silico,Cu2 H10 C18 N2 O12,1.39997,3.97318,0.836080399,10.1038/s41586-019-1798-7
str_m2_o10_o26_pcu_sym.188,In Silico,Cu2 H26 C26 N2 O8,0.962261,3.79206,0.920637117,10.1038/s41586-019-1798-7
str_m2_o10_o28_pcu_sym.57,In Silico,Cu2 H16 C38 N4 O18,1.06606,3.79964,0.872611184,10.1038/s41586-019-1798-7
str_m2_o10_o28_pcu_sym.58,In Silico,Cu2 H16 C42 N4 O24,1.21412,4.06657,0.879837403,10.1038/s41586-019-1798-7
str_m2_o10_o29_pcu_sym.193,In Silico,Cu2 H20 C46 S2 N4 O22,1.11339,3.72061,0.88020963,10.1038/s41586-019-1798-7
str_m2_o10_o29_pcu_sym.238,In Silico,Cu2 H12 C42 N12 O28,1.19315,3.8911,0.860526965,10.1038/s41586-019-1798-7
str_m2_o10_o29_pcu_sym.38,In Silico,Cu2 H12 C42 N12 O28,1.19273,4.02285,0.861322355,10.1038/s41586-019-1798-7
str_m2_o10_o29_pcu_sym.64,In Silico,Cu2 H10 C52 N14 O14,1.1139,3.35486,0.905214957,10.1038/s41586-019-1798-7
str_m2_o10_o29_pcu_sym.82,In Silico,Cu2 H10 C52 N14 O12,1.09353,3.80648,0.905748381,10.1038/s41586-019-1798-7
str_m2_o13_o22_pcu_sym.93,In Silico,Cu2 H60 C44 N10 O11,1.03975,3.723,1.009658395,10.1038/s41586-019-1798-7
str_m2_o14_o14_pcu_sym.48,In Silico,Cu4 H36 C76 N4 O44,1.40877,3.98831,0.905210827,10.1038/s41586-019-1798-7
str_m2_o14_o17_pcu_sym.222,In Silico,Cu2 H50 C53 N2 O15,1.14097,3.89752,0.958416985,10.1038/s41586-019-1798-7
str_m2_o14_o22_pcu_sym.121,In Silico,Cu2 H25 C31 N5 O12,1.17033,3.36748,0.895076096,10.1038/s41586-019-1798-7
str_m2_o14_o22_pcu_sym.239,In Silico,Cu2 H26 C32 N4 O12,1.1609,4.24713,0.89709699,10.1038/s41586-019-1798-7
str_m2_o14_o23_pcu_sym.139,In Silico,Cu2 H51 C43 N11 O8,0.984114,4.02847,0.994330219,10.1038/s41586-019-1798-7
str_m2_o16_o16_pcu_sym.177,In Silico,Cu2 H36 C62 N2 O8,1.02492,3.74774,0.928942384,10.1038/s41586-019-1798-7
str_m2_o4_o9_pcu_sym.40,In Silico,Cu2 H26 C37 N2 O8,1.1187,3.7377,0.911385512,10.1038/s41586-019-1798-7
str_m2_o5_o29_pcu_sym.50,In Silico,Cu2 H16 C46 N4 O28,0.983634,4.60775,0.917291898,10.1038/s41586-019-1798-7
str_m2_o5_o29_pcu_sym.83,In Silico,Cu2 H40 C54 N4 O16,0.956054,4.4531,0.950202001,10.1038/s41586-019-1798-7
str_m2_o9_o14_pcu_sym.72,In Silico,Cu2 H26 C40 N4 O8,1.19992,3.77813,0.919876824,10.1038/s41586-019-1798-7
str_m2_o9_o18_pcu_sym.31,In Silico,Cu2 H32 C70 N2 O26,1.18248,3.80224,0.92606428,10.1038/s41586-019-1798-7
str_m2_o9_o19_pcu_sym.13,In Silico,Cu2 H24 C42 N2 O10,1.14042,4.61269,0.941323188,10.1038/s41586-019-1798-7
str_m2_o9_o19_pcu_sym.99,In Silico,Cu2 H20 C42 N2 O8 F4,1.19113,4.10052,0.904894039,10.1038/s41586-019-1798-7
str_m3_o1_o12_pcu_sym.96,In Silico,Zn2 H44 C34 N2 O12,1.17902,3.81818,0.974119491,10.1038/s41586-019-1798-7
str_m3_o1_o22_pcu_sym.190,In Silico,Zn2 H34 C26 N8 O8,1.06008,3.72196,0.957374502,10.1038/s41586-019-1798-7
str_m3_o1_o6_pcu_sym.147,In Silico,Zn2 H44 C56 N2 O8,0.998132,4.86047,0.980469175,10.1038/s41586-019-1798-7
str_m3_o1_o9_pcu_sym.206,In Silico,Zn2 H24 C32 N6 O14,1.24618,3.84107,0.942186322,10.1038/s41586-019-1798-7
str_m3_o10_o14_pcu_sym.41,In Silico,Zn2 H9 C16 N2 Cl1 O8,1.23296,3.82248,0.803622188,10.1038/s41586-019-1798-7
str_m3_o10_o14_pcu_sym.51,In Silico,Zn2 H16 C19 N2 O9,1.28548,3.80624,0.860190798,10.1038/s41586-019-1798-7
str_m3_o10_o15_pcu_sym.28,In Silico,Zn2 H12 C20 N2 O12,1.39569,3.12321,0.842246916,10.1038/s41586-019-1798-7
str_m3_o10_o15_pcu_sym.33,In Silico,Zn2 H8 C20 N2 O8 F4,1.42722,3.60012,0.779120862,10.1038/s41586-019-1798-7
str_m3_o10_o16_pcu_sym.105,In Silico,Zn2 H14 C21 N2 O9,1.18889,3.63147,0.846666,10.1038/s41586-019-1798-7
str_m3_o10_o16_pcu_sym.149,In Silico,Zn2 H18 C22 N4 O8,1.21386,3.95052,0.87202583,10.1038/s41586-019-1798-7
str_m3_o10_o16_pcu_sym.41,In Silico,Zn2 H16 C26 N2 O8,1.25998,3.92261,0.866345269,10.1038/s41586-019-1798-7
str_m3_o10_o17_pcu_sym.108,In Silico,Zn2 H16 C24 N2 O10,1.05151,3.4433,0.863254389,10.1038/s41586-019-1798-7
str_m3_o10_o18_pcu_sym.55,In Silico,Zn2 H14 C28 N2 O12,1.27121,3.81625,0.856299835,10.1038/s41586-019-1798-7
str_m3_o10_o28_pcu_sym.16,In Silico,Zn2 H16 C42 N4 O22,1.12591,3.83511,0.875083804,10.1038/s41586-019-1798-7
str_m3_o10_o28_pcu_sym.35,In Silico,Zn2 H26 C38 N4 Cl2 O12,1.01708,4.42698,0.88798974,10.1038/s41586-019-1798-7
str_m3_o10_o28_pcu_sym.50,In Silico,Zn2 H14 C32 S4 N4 Cl2 O24,1.26487,4.28582,0.837288459,10.1038/s41586-019-1798-7
str_m3_o10_o29_pcu_sym.121,In Silico,Zn2 H40 C54 I4 N4 O12,1.42309,3.84479,0.692997548,10.1038/s41586-019-1798-7
str_m3_o10_o29_pcu_sym.227,In Silico,Zn2 H44 C54 N4 O12,0.97502,4.63061,0.949834102,10.1038/s41586-019-1798-7
str_m3_o10_o29_pcu_sym.24,In Silico,Zn2 H32 C50 Br4 N4 O16,1.27158,3.82923,0.762216982,10.1038/s41586-019-1798-7
str_m3_o10_o29_pcu_sym.37,In Silico,Zn2 H36 C58 N4 O12,0.999696,3.72806,0.92677275,10.1038/s41586-019-1798-7
str_m3_o10_o29_pcu_sym.55,In Silico,Zn2 H44 C54 N4 O12,0.980382,4.04979,0.951086748,10.1038/s41586-019-1798-7
str_m3_o12_o13_pcu_sym.234,In Silico,Zn2 H50 C40 N2 O16,1.10205,4.16086,0.993404108,10.1038/s41586-019-1798-7
str_m3_o12_o15_pcu_sym.174,In Silico,Zn2 H24 C30 N2 Cl4 O8,1.1854,3.48089,0.844360388,10.1038/s41586-019-1798-7
str_m3_o14_o14_pcu_sym.131,In Silico,Zn2 H9 C36 N6 Cl5 O8,1.39106,3.76399,0.809328466,10.1038/s41586-019-1798-7
str_m3_o14_o16_pcu_sym.116,In Silico,Zn2 H34 C43 N2 O15,1.18885,4.24213,0.918701285,10.1038/s41586-019-1798-7
str_m3_o14_o16_pcu_sym.244,In Silico,Zn2 H18 C36 S3 N4 O21,1.34116,3.88771,0.86047647,10.1038/s41586-019-1798-7
str_m3_o22_o22_pcu_sym.40,In Silico,Zn4 H72 C68 N4 O48,1.38883,4.86662,0.934053267,10.1038/s41586-019-1798-7
str_m3_o4_o16_pcu_sym.143,In Silico,Zn2 H32 C36 N6 O19,1.23206,3.94057,0.955602065,10.1038/s41586-019-1798-7
str_m3_o4_o17_pcu_sym.145,In Silico,Zn2 H48 C48 N2 O17,1.10883,4.59399,0.945028456,10.1038/s41586-019-1798-7
str_m3_o4_o22_pcu_sym.72,In Silico,Zn2 H38 C33 N2 O8,1.05899,3.75334,0.935853305,10.1038/s41586-019-1798-7
str_m3_o4_o5_pcu_sym.243,In Silico,Zn2 H24 C26 N2 O10,1.14028,3.96757,0.90515393,10.1038/s41586-019-1798-7
str_m3_o4_o9_pcu_sym.187,In Silico,Zn2 H29 C36 N9 O8 F2,1.26659,3.91768,0.93622612,10.1038/s41586-019-1798-7
str_m3_o5_o13_pcu_sym.93,In Silico,Zn2 H14 C28 N2 O8,1.14805,3.91011,0.877011461,10.1038/s41586-019-1798-7
str_m3_o5_o29_pcu_sym.79,In Silico,Zn2 H32 C50 N4 O24,0.984199,4.59397,0.942863322,10.1038/s41586-019-1798-7
str_m4_o1_o11_acs_sym.5,In Silico,Cr6 H24 C54 O40,1.37494,3.43843,0.876726453,10.1038/s41586-019-1798-7
str_m4_o1_o14_acs_sym.10,In Silico,Cr6 H38 C58 O32,1.33554,3.47999,0.894848254,10.1038/s41586-019-1798-7
str_m4_o1_o14_acs_sym.139,In Silico,Cr6 H22 C56 N4 O38,1.43263,3.53641,0.852385901,10.1038/s41586-019-1798-7
str_m4_o1_o14_acs_sym.44,In Silico,Cr6 H22 C52 O26 F4,1.23369,3.51753,0.845316295,10.1038/s41586-019-1798-7
str_m4_o1_o15_acs_sym.167,In Silico,Cr6 H32 C59 O29 F2,1.31281,3.52915,0.862879226,10.1038/s41586-019-1798-7
str_m4_o1_o15_acs_sym.172,In Silico,Cr6 H25 C58 N3 O36,1.39874,3.19921,0.860388014,10.1038/s41586-019-1798-7
str_m4_o1_o15_acs_sym.33,In Silico,Cr6 H27 C59 N1 O34,1.36244,3.46455,0.867094523,10.1038/s41586-019-1798-7
str_m4_o1_o22_acs_sym.155,In Silico,Cr6 H28 C54 N4 O38,1.40798,3.25183,0.854061805,10.1038/s41586-019-1798-7
str_m4_o1_o22_acs_sym.202,In Silico,Cr6 H18 C50 O36 F14,1.50386,3.4098,0.834205809,10.1038/s41586-019-1798-7
str_m4_o1_o22_acs_sym.203,In Silico,Cr6 H46 C59 O26 F4,1.3113,3.53969,0.89001679,10.1038/s41586-019-1798-7
str_m4_o1_o22_acs_sym.22,In Silico,Cr6 H23 C50 N5 O36 F4,1.41388,3.49463,0.843365102,10.1038/s41586-019-1798-7
str_m4_o1_o22_acs_sym.73,In Silico,Cr6 H33 C50 N1 O26,1.17644,4.42041,0.876470634,10.1038/s41586-019-1798-7
str_m4_o1_o22_acs_sym.92,In Silico,Cr6 H27 C50 Cl5 O26,1.30742,3.36852,0.827013919,10.1038/s41586-019-1798-7
str_m4_o1_o4_acs_sym.145,In Silico,Cr12 H44 C116 N8 O60,1.33726,3.26816,0.872947599,10.1038/s41586-019-1798-7
str_m4_o1_o4_acs_sym.170,In Silico,Cr6 H24 C52 N2 O34,1.29939,3.55205,0.861655305,10.1038/s41586-019-1798-7
str_m4_o1_o4_acs_sym.68,In Silico,Cr12 H52 C124 O76,1.43263,3.18605,0.863425931,10.1038/s41586-019-1798-7
str_m4_o1_o4_acs_sym.81,In Silico,Cr6 H26 C62 O38,1.42137,3.50362,0.867692302,10.1038/s41586-019-1798-7
str_m4_o11_o15_acs_sym.209,In Silico,Cr6 H32 C48 O26,1.13363,3.52864,0.876405699,10.1038/s41586-019-1798-7
str_m4_o11_o22_acs_sym.203,In Silico,Cr6 H26 C40 Cl6 O30,1.29397,3.50406,0.827646336,10.1038/s41586-019-1798-7
str_m4_o11_o22_acs_sym.225,In Silico,Cr6 H48 C50 O26 F4,1.23127,3.5523,0.90153256,10.1038/s41586-019-1798-7
str_m4_o11_o22_acs_sym.282,In Silico,Cr6 H44 C49 O32,1.24098,3.52737,0.910648558,10.1038/s41586-019-1798-7
str_m4_o11_o22_acs_sym.57,In Silico,Cr6 H18 C40 N6 O38 F8,1.41813,3.25362,0.829173996,10.1038/s41586-019-1798-7
str_m4_o12_o15_acs_sym.133,In Silico,Cr6 H44 C60 N4 O26,1.27292,3.89128,0.900780373,10.1038/s41586-019-1798-7
str_m4_o12_o15_acs_sym.171,In Silico,Cr6 H24 C64 N8 O26,1.32772,3.14032,0.89256541,10.1038/s41586-019-1798-7
str_m4_o12_o15_acs_sym.218,In Silico,Cr6 H48 C68 O34,1.38127,3.8569,0.900841726,10.1038/s41586-019-1798-7
str_m4_o14_o14_acs_sym.115,In Silico,Cr6 H36 C72 O26,1.36618,3.34294,0.882777816,10.1038/s41586-019-1798-7
str_m4_o14_o14_acs_sym.127,In Silico,Cr6 H24 C72 O26 F12,1.53549,3.56293,0.834255393,10.1038/s41586-019-1798-7
str_m4_o14_o14_acs_sym.41,In Silico,Cr6 H30 C72 N6 O38,1.55129,3.19099,0.863717224,10.1038/s41586-019-1798-7
str_m4_o14_o22_acs_sym.127,In Silico,Cr6 H40 C70 N2 O34,1.48548,3.23578,0.886950606,10.1038/s41586-019-1798-7
str_m4_o14_o22_acs_sym.54,In Silico,Cr6 H42 C70 S1 O29,1.42751,3.30029,0.881549542,10.1038/s41586-019-1798-7
str_m4_o14_o22_acs_sym.98,In Silico,Cr6 H50 C78 O34,1.49648,3.39885,0.901004431,10.1038/s41586-019-1798-7
str_m4_o14_o24_acs_sym.190,In Silico,Cr12 H68 C140 N4 O60,1.4391,3.16117,0.862282015,10.1038/s41586-019-1798-7
str_m4_o17_o17_acs_sym.124,In Silico,Cr6 H72 C120 O26,1.00747,3.91611,0.920107366,10.1038/s41586-019-1798-7
str_m4_o17_o17_acs_sym.171,In Silico,Cr6 H48 C132 O50,1.194,3.88935,0.892154404,10.1038/s41586-019-1798-7
str_m4_o17_o17_acs_sym.22,In Silico,Cr6 H72 C120 O38,1.07087,4.39046,0.927797123,10.1038/s41586-019-1798-7
str_m4_o17_o17_acs_sym.32,In Silico,Cr6 H96 C132 O26,1.0489,5.13066,0.94543093,10.1038/s41586-019-1798-7
str_m4_o2_o17_acs_sym.99,In Silico,Cr12 H176 C248 O60,0.993554,4.49293,0.962202728,10.1038/s41586-019-1798-7
str_m4_o22_o22_acs_sym.116,In Silico,Cr6 H78 C62 N2 O26,1.25393,4.75356,0.940831576,10.1038/s41586-019-1798-7
str_m4_o22_o22_acs_sym.26,In Silico,Cr6 H72 C60 O30,1.26519,4.32061,0.936410312,10.1038/s41586-019-1798-7
str_m4_o22_o22_acs_sym.29,In Silico,Cr12 H148 C120 N4 O52,1.22948,4.41307,0.938668457,10.1038/s41586-019-1798-7
str_m4_o22_o22_acs_sym.73,In Silico,Cr6 H72 C60 S2 O32,1.32599,3.75422,0.916197629,10.1038/s41586-019-1798-7
str_m4_o22_o22_acs_sym.91,In Silico,Cr12 H140 C120 Br4 O52,1.33503,3.92631,0.861748132,10.1038/s41586-019-1798-7
str_m4_o22_o22_acs_sym.97,In Silico,Cr6 H72 C60 O26,1.21821,4.68989,0.925900893,10.1038/s41586-019-1798-7
str_m4_o22_o24_acs_sym.130,In Silico,Cr6 H66 C60 O26,1.23241,4.80764,0.912359182,10.1038/s41586-019-1798-7
str_m4_o22_o24_acs_sym.2,In Silico,Cr6 H70 C62 O26,1.24447,4.23703,0.91770275,10.1038/s41586-019-1798-7
str_m4_o22_o24_acs_sym.30,In Silico,Cr6 H64 C62 N2 O26,1.26064,3.72192,0.911923919,10.1038/s41586-019-1798-7
str_m4_o22_o24_acs_sym.66,In Silico,Cr6 H72 C62 N2 O26,1.26352,4.46102,0.926039494,10.1038/s41586-019-1798-7
str_m4_o22_o24_acs_sym.91,In Silico,Cr6 H64 C62 N2 O28,1.27899,3.73724,0.915291834,10.1038/s41586-019-1798-7
str_m4_o4_o11_acs_sym.161,In Silico,Cr12 H56 C120 N12 O84,1.51614,3.24484,0.849683213,10.1038/s41586-019-1798-7
str_m4_o4_o11_acs_sym.80,In Silico,Cr6 H28 C62 N6 O26,1.32844,3.51802,0.88255367,10.1038/s41586-019-1798-7
str_m4_o4_o14_acs_sym.127,In Silico,Cr6 H40 C66 O30,1.37133,3.4852,0.880652598,10.1038/s41586-019-1798-7
str_m4_o4_o14_acs_sym.3,In Silico,Cr6 H34 C62 S2 O32 F2,1.40101,3.69333,0.851481747,10.1038/s41586-019-1798-7
str_m4_o4_o15_acs_sym.13,In Silico,Cr6 H42 C68 O34,1.41935,3.47609,0.889615175,10.1038/s41586-019-1798-7
str_m4_o4_o15_acs_sym.20,In Silico,Cr12 H76 C140 O68,1.46009,3.33253,0.885387766,10.1038/s41586-019-1798-7
str_m4_o4_o22_acs_sym.111,In Silico,Cr6 H40 C60 N1 Cl1 O28,1.32044,3.54995,0.868582394,10.1038/s41586-019-1798-7
str_m4_o4_o22_acs_sym.138,In Silico,Cr6 H42 C62 O30,1.3266,3.51846,0.884254946,10.1038/s41586-019-1798-7
str_m4_o4_o22_acs_sym.167,In Silico,Cr6 H39 C62 N3 O34,1.40764,3.39612,0.869490561,10.1038/s41586-019-1798-7
str_m4_o4_o22_acs_sym.183,In Silico,Cr6 H46 C62 O28,1.31162,3.52504,0.881542946,10.1038/s41586-019-1798-7
str_m4_o4_o4_acs_sym.127,In Silico,Cr6 H36 C60 O26,1.25585,3.55764,0.871189614,10.1038/s41586-019-1798-7
str_m4_o4_o5_acs_sym.113,In Silico,Cr6 H27 C46 N3 O27,1.35218,3.16041,0.867416735,10.1038/s41586-019-1798-7
str_m4_o4_o5_acs_sym.136,In Silico,Cr6 H17 C45 O32 F1,1.38048,3.06768,0.850488896,10.1038/s41586-019-1798-7
str_m4_o4_o9_acs_sym.52,In Silico,Cr6 H29 C70 O26 F13,1.53939,3.26513,0.835976373,10.1038/s41586-019-1798-7
str_m4_o5_o14_acs_sym.104,In Silico,Cr6 H17 C48 O26 F1,1.32687,3.0727,0.846899217,10.1038/s41586-019-1798-7
str_m4_o5_o14_acs_sym.175,In Silico,Cr6 H22 C50 O26,1.32974,3.103,0.860869534,10.1038/s41586-019-1798-7
str_m4_o5_o24_acs_sym.154,In Silico,Cr6 H20 C43 O26,1.26876,4.46811,0.815577635,10.1038/s41586-019-1798-7
str_m4_o5_o24_acs_sym.178,In Silico,Cr6 H29 C48 N1 O28,1.37861,3.81774,0.844366076,10.1038/s41586-019-1798-7
