Label,Source,Formula,Density (g.cm⁻³),PLD (Å),Cp (J.g⁻¹.K⁻¹),Link to Publication
RSM1084,Experimental,Cd4 H44 C36 N8 O12,1.3468,5.29671,0.7614,10.1007/s12039-014-0714-9
RSM1089,Experimental,Co4 H28 C52 N4 O16,0.9531,4.86617,0.8701,10.1039/c1dt10901d
RSM1094,Experimental,Sc6 H24 C48 O26,0.6605,7.67497,0.8858,10.1002/chem.201000926
RSM1096,Experimental,Zn12 P8 H16 C16 O52,2.4072,3.0659,0.6853,10.1039/b204131f                                                     
RSM1107,Experimental,Fe6 H24 C48 O26,0.6949,8.00837,0.839,10.1038/ncomms9348
RSM1110,Experimental,Gd4 P4 H28 C32 N4 O32,1.8363,3.73847,0.6732,10.1039/C6CE00023A
RSM1112,Experimental,Cu4 H28 C52 N4 O16,1.2495,2.76307,0.8579,10.1021/ja309992a
RSM1114,Experimental,Cu3 H30 C48 N12 O12,1.2468,3.55137,0.8775,10.1007/s10870-016-0652-0
RSM1121,Experimental,Ag2 H48 C48 N8,1.2229,2.96558,0.9205,10.1021/ic901749r
RSM1124,Experimental,Zn8 H24 C48 O26,1.3675,3.3435,0.7606,10.1016/j.inoche.2014.04.029
RSM1135,Experimental,Eu4 H16 C48 S8 O32,1.4909,3.65317,0.6751,10.1021/ic201986m
RSM1140,Experimental,Co4 H28 C44 N12 O20,1.2996,3.33882,0.8536,10.1039/C3CE42048E
RSM1141,Experimental,Zn4 H32 C48 N8 O16,1.2672,4.28387,0.8627,10.1039/b111280p
RSM1142,Experimental,Cd4 H32 C48 N8 O16,1.6166,3.37791,0.7597,10.1002/zaac.201400024
RSM1146,Experimental,Zn12 H12 C48 O36,1.2723,8.91134,0.6726,10.1021/jacs.6b02030                                                 
RSM1149,Experimental,Sm4 H26 C50 O28,1.8362,2.95936,0.6998,10.1039/C4DT01434K
RSM1150,Experimental,Mn8 H20 C36 N20 O24,1.6439,3.32673,0.792,10.1016/j.inoche.2013.01.003
RSM1158,Experimental,Ni12 H24 C24 O48,1.7921,3.15543,0.7733,Not Available                                                        
RSM1167,Experimental,Cu4 H32 C48 N8 O16,1.2944,3.50243,0.877,10.1016/j.inoche.2011.12.041
RSM1171,Experimental,Mn4 H24 C48 S8 N8 O16,1.3535,3.77868,0.8344,10.1039/C4CE02421D
RSM1173,Experimental,Cd4 H28 C44 N12 O20,1.4296,3.50449,0.7321,10.1039/C3CE42048E
RSM1185,Experimental,Eu4 H26 C50 O28,1.8085,3.01326,0.6993,10.1016/j.jssc.2009.06.004
RSM1195,Experimental,Cd4 Si2 H32 C56 O16,1.1257,4.07893,0.7563,10.1021/cg1008768
RSM1197,Experimental,Zn4 Si2 H32 C56 O16,0.529,8.01897,0.862,10.1039/C3CE41105B
RSM1207,Experimental,Co2 H40 C56 N4 O8,1.2062,2.77352,0.9814,10.1021/ja500005k
RSM1213,Experimental,K4 H44 C36 S4 N4 O18,1.1043,4.69635,0.9704,10.1002/cssc.201402147
RSM1214,Experimental,Cu4 H32 C58 O16,0.5849,7.24948,0.8588,10.1002/anie.200904983
RSM1215,Experimental,Cd2 H48 C44 N8 O8,1.1643,3.3619,0.9027,10.1080/15533174.2016.1186037
RSM1216,Experimental,Zn2 H40 C56 N4 O8,1.2087,2.76312,0.9712,10.1021/cg101731j
RSM1223,Experimental,Gd4 H28 C56 O24,1.0774,9.51179,0.6808,10.1039/C3CE42553C
RSM1226,Experimental,Sm4 H18 C48 N6 O36,1.1813,4.77871,0.6892,10.1016/j.inoche.2010.04.031
RSM1227,Experimental,Li2 Cd2 H32 C56 O20,1.4605,4.11022,0.8742,10.1021/cg9007476
RSM1232,Experimental,Mg4 H32 C52 N4 O20,1.1971,3.94305,0.9448,10.1039/C6RA16784E
RSM1233,Experimental,La4 H24 C48 O36,2.0776,2.94402,0.7076,10.1039/c2dt31090b
RSM1235,Experimental,Nd4 H18 C48 N6 O36,1.1489,5.04106,0.6982,10.1039/B914879E                                                     
RSM1238,Experimental,Mn4 H32 C52 N4 O20,1.2386,4.66162,0.899,10.1021/ja910818a
RSM1245,Experimental,Ag8 H48 C32 N24,1.9981,3.35485,0.6539,10.1021/cg101435b
RSM1250,Experimental,Ga6 H28 C48 O30,0.9026,14.07241,0.8106,10.1021/ic801624v
RSM1253,Experimental,Gd4 H18 C48 N6 O36,1.2199,4.72255,0.682,10.1107/S0108768112032053
RSM1254,Experimental,Eu4 H18 C48 N6 O36,1.1673,4.8703,0.6906,10.1016/j.inoche.2010.04.031
RSM1255,Experimental,Cu8 P8 H36 C28 N8 O24,1.2201,3.83637,0.75,10.1016/j.jssc.2005.10.015
RSM1260,Experimental,U8 H16 C48 S8 O32,2.0098,4.12006,0.419,10.1021/cg4018163
RSM1265,Experimental,Gd4 H30 C48 N6 O24,1.8664,3.44248,0.6769,10.1016/j.inoche.2005.08.013
RSM1269,Experimental,Zn7 H28 C44 N18 O16,1.5728,2.70363,0.7833,10.1039/c0ce00582g
RSM1271,Experimental,Ba2 Zn4 H32 C48 O28,1.5797,2.67321,0.7743,10.1039/c2ce25440a
RSM1274,Experimental,Cd6 H30 C24 N54,1.9547,4.15053,0.6629,10.1039/C5CE00939A
RSM1276,Experimental,Cd4 H28 C48 Br8 N8 O18,1.9491,2.89485,0.6015,10.1002/chem.201200909
RSM1279,Experimental,Cd6 H34 C48 N8 O18,1.1289,5.41913,0.7029,10.1016/j.molstruc.2016.04.093
RSM1284,Experimental,Hf6 H28 C48 O32,1.6279,4.03201,0.5486,10.1021/jz4002345                                                    
RSM1291,Experimental,Cd4 H28 C48 N8 Cl8 O18,1.6694,3.18861,0.7193,10.1039/C3CE41116H
RSM1301,Experimental,Zn4 H32 C64 O16,1.387,2.89533,0.8569,10.1039/C4CE00172A
RSM1306,Experimental,Ni8 H32 C44 N4 O28,1.1799,4.10162,0.8021,10.1002/chem.200800430
RSM1315,Experimental,Zn2 H36 C66 O12,0.9327,4.12529,0.9311,10.1021/cg3013393
RSM1320,Experimental,Ce4 H28 C60 O24,1.1308,4.51104,0.7087,10.1016/j.dyepig.2015.09.024
RSM1327,Experimental,Sr4 Li8 H16 C40 N16 O32,1.1675,6.07264,0.8241,10.1039/C5CE00305A
RSM1333,Experimental,Cu4 H48 C44 N4 O16,1.468,2.88213,0.9341,10.1021/ic8004008
RSM1336,Experimental,Cd4 H28 C48 N12 O24,1.1694,4.3652,0.7698,10.1039/c1cc15891k
RSM1339,Experimental,Zn4 H28 C60 O24,1.3672,3.0255,0.862,Not Available                                                        
RSM1344,Experimental,Co2 H40 C60 N6 O8,0.9277,4.94583,0.9659,10.1021/acs.cgd.6b00780
RSM1351,Experimental,Cd6 H28 C60 O24,1.771,2.84764,0.6875,10.1002/zaac.201500061
RSM1352,Experimental,Cu4 H48 C50 N8 O8,0.7421,6.75693,0.9083,10.1021/ic8019809
RSM1361,Experimental,Gd4 Cu2 H16 C48 N16 O32,1.9512,4.48134,0.664,10.1016/j.jssc.2014.03.021
RSM1362,Experimental,Lu4 Cu2 H16 C48 N16 O32,2.0916,4.07504,0.639,10.1016/j.jssc.2014.03.021
RSM1371,Experimental,Sr4 H32 C56 S4 O24,1.8293,3.92713,0.7955,10.1039/c2ce05875h
RSM1374,Experimental,Ba4 H32 C56 S4 O24,1.9244,4.33016,0.7091,10.1016/j.jssc.2015.08.021
RSM1382,Experimental,La4 H20 C56 N8 O32,1.7171,3.56567,0.7116,10.1039/b816205k
RSM1386,Experimental,Zn4 H32 C56 N8 O20,0.9105,5.45455,0.8702,10.1016/j.micromeso.2010.10.011
RSM1389,Experimental,Cd4 H36 C48 Br4 N12 O16,1.6137,3.48074,0.6869,10.1016/j.jssc.2016.09.008                                           
RSM1391,Experimental,Zn8 H28 C52 O32,1.0242,5.13748,0.7929,10.1016/j.ica.2014.11.004
RSM1404,Experimental,Zn2 H32 C68 N20,0.9853,3.63021,1.0074,10.1021/ja073505z
RSM1418,Experimental,Nd2 H38 C68 O16,1.3917,4.02133,0.8407,10.1002/anie.201307656
RSM1427,Experimental,Zn8 H40 C44 N4 O28,1.0079,5.1688,0.8133,10.1039/C4RA01269K
RSM1431,Experimental,Gd4 H28 C60 N8 O24,1.0913,4.85202,0.6928,10.1016/j.inoche.2010.10.007
RSM1460,Experimental,Cu4 H48 C60 N12 Cl2,1.2118,2.85563,0.9026,10.1039/C6CC00862C
RSM1461,Experimental,In6 H36 C48 N6 O30,1.4995,9.49357,0.7285,10.1039/b909731g
RSM1469,Experimental,Sc6 H24 C48 O50,0.8334,6.7463,0.9216,10.1039/b516365j
RSM1479,Experimental,Cu8 H48 C48 I8 N16,1.9292,3.69204,0.5257,10.1039/b316561b
RSM1481,Experimental,Cu8 H48 C48 Br8 N16,1.6776,3.5735,0.6281,10.1039/b316561b
RSM1488,Experimental,Cd4 H32 C56 S8 N24 O4,1.5602,3.05822,0.788,10.1021/cg025551a
RSM1489,Experimental,Eu8 H24 C56 N8 O32,1.1998,3.20059,0.5893,10.1002/ejic.201100944
RSM1498,Experimental,La4 H36 C60 O28,1.1886,4.27177,0.7582,10.1016/j.dyepig.2015.09.024
RSM1501,Experimental,Dy4 H24 C60 N4 O36,1.3934,4.21329,0.6899,10.1039/c2dt12346k
RSM1509,Experimental,Zn8 H24 C56 N8 O32,1.2688,3.87917,0.781,10.1021/cg401106z
RSM1516,Experimental,Eu8 H16 C48 N16 O40,2.1713,5.39496,0.5929,10.1021/ic302556r
RSM1521,Experimental,Gd8 H24 C56 N8 O32,1.6361,3.60386,0.5599,10.1002/ejic.201000344
RSM1536,Experimental,Zn8 H24 C56 N8 O32,1.2681,3.57188,0.7773,10.1002/ejic.201500245
RSM1541,Experimental,Cd4 H44 C56 N8 O16,1.6912,2.97755,0.787,10.1039/C4CE00190G
RSM1542,Experimental,Cu8 H32 C44 N16 O28,1.6646,3.28732,0.8152,10.1016/j.jssc.2014.01.026
RSM1559,Experimental,Zn2 H44 C68 N8 O8,0.8449,4.48463,0.956,10.1021/cg500942g
RSM1564,Experimental,Mn1 Zn2 H36 C72 N8 O12,0.8148,4.81856,0.9007,10.1002/chem.201302025
RSM1568,Experimental,Na4 Zn4 H24 C64 O36,1.1378,3.75621,0.8274,10.1016/j.ica.2014.07.054
RSM1576,Experimental,Tb4 H32 C48 N12 O36,1.7049,3.82778,0.7119,10.1016/j.inoche.2012.05.038
RSM1577,Experimental,La4 H32 C64 O32,1.5759,3.11308,0.7472,10.1016/j.jssc.2008.05.011
RSM1579,Experimental,K4 Gd4 H24 C64 O36,1.7328,2.73031,0.6935,10.1021/acs.cgd.6b00903
RSM1585,Experimental,Ba4 Zn4 H24 C64 O36,1.3354,4.31874,0.68,10.1016/j.ica.2014.07.054
RSM1586,Experimental,Eu4 H32 C48 N12 O36,1.5976,3.99163,0.7416,10.1016/j.inoche.2012.05.038
RSM1600,Experimental,Cu12 H36 C48 N24 O12,1.5471,3.00493,0.7269,10.1002/(SICI)1521-3773(19981231)37:24<3366::AID-ANIE3366>3.0.CO;2-Z
RSM1603,Experimental,Zn4 H40 C62 N8 O18,1.765,3.88765,0.8736,10.1021/cg7009385
RSM1609,Experimental,Cu10 H34 C48 N40,1.6063,3.66511,0.7453,10.1016/j.inoche.2009.12.036
RSM1611,Experimental,Ni4 H36 C60 S8 N8 O16,1.2475,3.81044,0.8559,10.1039/C3CE42451K
RSM1614,Experimental,Cs2 Cd4 H32 C64 O32,1.3854,3.08306,0.716,Not Available                                                        
RSM1619,Experimental,Ag14 H32 C48 N40,1.5231,5.61467,0.5435,10.1016/j.poly.2014.11.021
RSM1627,Experimental,Ho2 H54 C60 N6 O12,1.1318,6.20838,0.8678,10.1039/C5DT01598G
RSM1630,Experimental,Sm4 Zn2 H24 C64 N8 O32,1.7658,3.21307,0.6856,10.1039/C6DT01360K
RSM1635,Experimental,Cd6 H32 C64 O32,1.7807,3.06842,0.7264,10.1021/ja045123o
RSM1638,Experimental,Cu6 H40 C56 N4 O28,1.1294,4.42093,0.84,10.1021/ic501849g
RSM1639,Experimental,Tb4 Zn2 H24 C64 N8 O32,1.8152,2.96936,0.6775,10.1039/C6DT01360K
RSM1640,Experimental,Eu2 H54 C60 N6 O12,1.0814,5.96153,0.8873,10.1039/C5DT01598G
RSM1644,Experimental,Cd14 H16 C40 N28 O36,2.3693,2.93713,0.5495,10.1016/j.solidstatesciences.2011.01.014
RSM1647,Experimental,Zn8 H40 C56 N8 O24,1.9803,3.78897,0.7929,10.1002/cplu.201500134
RSM1654,Experimental,Cu24 H32 C32 N48,1.6809,6.43521,0.6024,10.1021/ic061102e
RSM1657,Experimental,Cd6 H40 C60 N10 O20,1.2484,4.85011,0.7267,10.1021/ic991360u
RSM1663,Experimental,Zn6 H28 C60 N18 O24,1.2122,4.06538,0.8128,10.1016/j.inoche.2016.06.032
RSM1676,Experimental,Gd4 H32 C68 O32,1.7912,2.83279,0.715,10.1021/cg201283a
RSM1677,Experimental,Tb4 Ag4 H32 C56 N8 O32,2.2113,3.19481,0.6325,10.1016/j.jssc.2014.11.022
RSM1681,Experimental,Sr4 Zn4 H32 C64 O32,1.1262,2.97915,0.7687,10.1039/c2ce25440a
RSM1683,Experimental,Ca8 H32 C64 O32,1.0991,3.85224,0.9107,10.1016/j.inoche.2014.07.015
RSM1686,Experimental,Ho4 Ag4 H32 C56 N8 O32,2.3021,3.13943,0.6238,10.1016/j.jssc.2014.11.022
RSM1694,Experimental,Eu4 Ag4 H32 C56 N8 O32,2.1503,3.29491,0.6444,10.1016/j.jssc.2014.11.022
RSM1710,Experimental,Cu12 H24 C56 I4 N8 O32,1.1785,6.43037,0.6168,10.1016/j.poly.2016.05.008
RSM1718,Experimental,Mn6 H36 C72 O24,1.2854,3.56437,0.866,10.1039/b927590h
RSM1724,Experimental,Ag6 H48 C66 N12 O6,1.2043,8.04615,0.7391,10.1002/chem.200900010                                               
RSM1728,Experimental,K2 La6 H20 C60 O50,1.4389,3.99595,0.6764,10.1002/ejic.201301324
RSM1734,Experimental,Ni6 H36 C60 N12 O24,1.1049,4.54404,0.8445,10.1021/acs.cgd.7b00321
RSM1738,Experimental,Cu6 H30 C78 O24,0.5099,7.15359,0.8492,10.1021/ic302018g
RSM1742,Experimental,Zn3 H50 C48 N18 O20,1.3921,2.74862,0.929,10.1021/cg3006794
RSM1745,Experimental,Cu2 Si2 H20 W24 C24 N8 O60,4.4851,3.5469,0.3374,10.1039/C4CE01725K
RSM1762,Experimental,Zn4 H48 C64 N8 O16,1.15,4.56883,0.917,10.1039/B102210P                                                     
RSM1768,Experimental,Cd8 H24 C68 O40,1.9228,2.77566,0.6745,10.1016/j.inoche.2015.03.019
RSM1769,Experimental,Cu24 H32 C56 N28,1.8993,4.02578,0.7153,10.1002/ejic.200500978
RSM1774,Experimental,Ni4 H40 C64 N16 O16,1.3092,4.29916,0.8958,10.1007/s11426-011-4321-z
RSM1787,Experimental,Cd10 H32 C48 N40 Cl12,1.8504,3.92888,0.5976,10.1039/b907149k
RSM1788,Experimental,Mn1 Cu3 H48 C66 O24,0.8989,5.14364,0.9098,10.1021/ja303092m
RSM1795,Experimental,Ni2 H58 C64 N14 O4,1.1864,3.55578,0.998,10.1021/cg400182u
RSM1797,Experimental,Zn6 H40 C62 N4 O30,1.3293,3.68227,0.8429,10.1016/j.inoche.2012.09.006
RSM1799,Experimental,Mg3 H48 C78 N2 O12,1.0022,3.9057,0.9941,10.1021/cg3013574
RSM1804,Experimental,Ni4 H50 C64 N8 O18,1.2741,3.52242,0.9456,10.1021/ic010343d
RSM1812,Experimental,Cd4 H44 C76 N4 O16,1.689,3.60389,0.7919,10.1016/j.poly.2013.10.022
RSM1814,Experimental,Cu4 H64 C64 S8 I4,1.7183,4.04427,0.7241,10.1016/j.ica.2004.03.057
RSM1817,Experimental,Cd8 H32 C64 O40,1.4511,4.04207,0.678,10.1016/j.inoche.2013.01.030
RSM1818,Experimental,Zn4 H44 C76 N4 O16,1.393,2.91204,0.8965,10.1039/C4RA07128J
RSM1829,Experimental,Zn8 P8 H32 C56 O40,1.1904,4.81373,0.7792,10.1039/c2dt12060g
RSM1840,Experimental,Zn6 H48 C36 N48 O6,1.1237,3.41263,0.8405,10.1021/ja3063138
RSM1847,Experimental,Li4 Zn4 H24 C80 O32,0.9471,3.82948,0.8695,10.1021/acs.inorgchem.6b02407                                        
RSM1848,Experimental,Cd8 H32 C64 Cl8 O32,0.6516,8.47387,0.6698,10.1039/B107592F                                                     
RSM1870,Experimental,Cd10 H28 C56 N8 O44,2.1702,2.70289,0.6557,10.1021/cg800329k
RSM1877,Experimental,Cu3 H42 C66 N36,1.2832,4.38936,0.9045,10.1039/B911955H
RSM1886,Experimental,Cd4 H32 C56 N32 O24,1.217,3.60038,0.7871,10.1016/j.poly.2014.12.001
RSM1889,Experimental,Zn4 H32 C56 N32 O24,1.1536,3.55524,0.8653,10.1016/j.poly.2014.12.001
RSM1890,Experimental,Cu4 H48 C80 N16,0.6297,5.80227,0.892,10.1021/acsami.6b03073
RSM1911,Experimental,Zn4 P4 H58 C54 N12 O16,1.3354,3.34285,0.8965,10.1021/ic050314t
RSM1916,Experimental,Cd6 H32 C56 O56,1.2127,4.51778,0.7484,10.1016/j.inoche.2013.09.024
RSM1926,Experimental,In10 H36 C60 N18 O26,1.2834,2.98234,0.6364,10.1021/jacs.6b07901
RSM1927,Experimental,Co6 H24 C72 O48,1.064,3.97847,0.8433,10.1021/ic5011133                                                    
RSM1930,Experimental,Zn4 H36 C80 S2 N8 O20,1.4955,3.23752,0.8809,10.1039/b806297h
RSM1935,Experimental,Ag2 H60 C72 N8 O8,0.9843,3.61675,0.9554,10.1002/chem.201404552
RSM1946,Experimental,Zn6 H66 C54 N12 O12,0.803,10.82546,0.9203,10.1039/c3cc41842a
RSM1970,Experimental,Zn4 H48 C80 N4 O16,0.3567,12.89628,0.8989,10.1002/chem.201001549
RSM1974,Experimental,Zn4 H44 C88 O16,1.2454,5.90874,0.8834,10.1021/ja308995t                                                    
RSM1976,Experimental,Mn8 H24 C72 O48,1.2445,3.1662,0.8217,10.1107/S2052520616005515                                            
RSM1978,Experimental,La8 H28 C60 O56,2.1527,3.09726,0.6603,10.1016/j.inoche.2013.03.035
RSM1979,Experimental,Zn8 H40 C64 N24 O16,1.248,2.89072,0.7967,10.1071/CH14669
RSM1982,Experimental,Co3 H48 C72 N30,1.1617,3.52105,0.9295,10.1021/ic902548f
RSM1984,Experimental,Cu6 H39 C81 N3 O24,0.5656,6.90309,0.8386,10.1016/j.cclet.2015.12.034
RSM1987,Experimental,Zn4 H46 C80 Cl4 O20,0.8512,4.70029,0.8723,10.1039/C3CC45988H
RSM1993,Experimental,Ni6 H24 C72 O52,1.3202,4.21766,0.8515,10.1039/B902223F
RSM2002,Experimental,Ho4 Cu4 H36 C64 N8 O40,1.4286,4.56856,0.6904,10.1039/C4RA13533D
RSM2006,Experimental,Zn8 H36 C68 N8 O36,1.0767,5.03954,0.8134,10.1002/chem.201101183
RSM2008,Experimental,Ni8 H56 C56 O36,1.3511,3.1106,0.8439,10.1021/ja010825o
RSM2009,Experimental,Ca4 H72 C40 O40,1.3387,2.6861,1.0661,10.14102/j.cnki.0254-5861.2011-0517
RSM2012,Experimental,K4 Zn4 H60 C60 O28,1.3219,2.75657,0.9469,10.1021/cg4018322
RSM2021,Experimental,Ni4 H32 C72 O48,0.8924,4.07833,0.8761,10.1021/ja070671y
RSM2026,Experimental,La4 H44 C84 O24,1.0285,4.06676,0.7699,10.1039/C6CE00960C
RSM2032,Experimental,Mn12 H24 C72 O48,1.084,5.35213,0.7709,10.1016/j.molstruc.2006.03.077
RSM2036,Experimental,Eu4 H44 C84 O24,1.0486,4.37915,0.7531,10.1039/C6CE00960C
RSM2037,Experimental,Zn12 H24 C72 O48,0.8429,6.49747,0.7395,10.1039/c2ce26115d
RSM2038,Experimental,Cd4 H44 C84 O24,0.5445,9.33594,0.8165,10.1021/cg500192d                                                    
RSM2044,Experimental,Zn4 H50 C78 N6 O18,0.7654,6.0026,0.9179,10.1039/C4CE01379D
RSM2047,Experimental,Co4 H52 C72 N12 O16,0.728,5.65776,0.9452,10.1021/cg201657q
RSM2058,Experimental,Gd4 H52 C68 O32,1.64,3.0696,0.7773,10.1039/C5DT00602C
RSM2062,Experimental,Mn12 H32 C60 N24 O28,1.2654,5.20197,0.8063,10.1002/zaac.201700032
RSM2075,Experimental,Cd6 H30 C74 N12 O36,1.5058,3.66968,0.7475,10.1039/C6DT00726K
RSM2076,Experimental,Zn6 H52 C76 N6 O18,0.8825,8.41868,0.8917,10.1021/ic401092j
RSM2080,Experimental,Zn6 H44 C84 O24,1.2511,3.19779,0.8515,10.1039/C5CE02172C
RSM2082,Experimental,Cd6 H48 C72 N4 O28,1.2527,3.34814,0.769,10.1080/00958972.2011.652099
RSM2087,Experimental,Co4 H64 C68 S2 N4 O16,1.196,5.18911,0.9893,10.1021/cg801120y
RSM2106,Experimental,Eu8 H40 C56 S8 O48,1.8763,3.80946,0.6216,10.1021/ic902241n
RSM2113,Experimental,Ni4 H48 C76 N8 O24,0.995,3.57791,0.923,10.1021/ic049030j
RSM2114,Experimental,Ca16 H16 C48 S16 O64,1.5312,3.57852,0.7759,10.1039/c2ce25784j
RSM2137,Experimental,Zn10 H40 C64 N24 O24,0.8582,10.25883,0.7776,10.1039/C6DT04433F
RSM2145,Experimental,Co2 H80 C64 N16,0.9373,3.4134,1.0657,10.1016/j.ica.2009.05.030
RSM2156,Experimental,Zn4 H48 C84 N8 O20,1.0021,4.32081,0.9231,10.1039/C4CC09228G
RSM2160,Experimental,Zn4 H64 C64 N12 O20,1.3535,3.5415,0.9431,10.1021/acs.cgd.6b00912
RSM2164,Experimental,Ag14 H40 C60 N50,1.6219,2.91569,0.5859,10.5560/ZNB.2013-3007
RSM2167,Experimental,Zn8 H44 C72 N12 O28,1.5862,3.23622,0.8319,10.1016/j.jssc.2017.09.023                                           
RSM2175,Experimental,Ho8 H24 C72 S12 O48,1.8434,4.29385,0.5977,10.1016/j.jssc.2015.03.020
RSM2176,Experimental,Zn8 P8 H64 C52 N8 O24,1.445,3.27152,0.8157,10.1016/j.ica.2007.12.029
RSM2182,Experimental,Co4 H64 C80 N16,1.1821,2.67518,0.9598,10.1016/j.molstruc.2007.08.032
RSM2201,Experimental,Co4 H64 C76 N12 O8,1.2863,2.87668,0.9404,10.1039/C5RA10805E
RSM2202,Experimental,Co4 H64 C72 N8 O16,1.1325,4.69894,0.9699,10.1021/acs.cgd.7b00274                                              
RSM2207,Experimental,Eu3 H45 C99 O18,0.6796,13.10594,0.8358,10.1021/acs.chemmater.5b01711
RSM2218,Experimental,Mn6 H44 C84 O32,1.1532,4.10565,0.8808,10.1039/C3CE41801D
RSM2224,Experimental,Gd4 Ni6 H48 C48 O60,1.6186,5.74155,0.7053,10.1002/chem.201503796
RSM2235,Experimental,Mo8 H72 C56 N24 O8,1.5697,2.97317,0.7434,10.1039/b922732f
RSM2238,Experimental,Cu8 H64 C64 N32,1.1519,2.88402,0.8626,10.1039/C3DT50596K
RSM2241,Experimental,Mn8 H40 C88 O32,1.3915,3.62822,0.8473,10.1016/j.molstruc.2016.01.003
RSM2247,Experimental,Zn8 H16 C80 O64,1.061,4.73548,0.8093,10.1021/cg201362x
RSM2250,Experimental,Gd4 Cu4 H48 C72 I4 N12 O24,1.8497,4.58429,0.6184,10.1039/C5CE02544C
RSM2251,Experimental,Gd8 H32 C64 N8 O56,1.3983,3.32915,0.6371,10.1016/j.ica.2012.04.039
RSM2254,Experimental,Cd4 H48 C96 O20,0.88,6.20854,0.8158,10.1021/ja302110d                                                    
RSM2257,Experimental,Mg12 H24 C72 S12 O48,1.0385,4.40883,0.8134,10.1016/j.ica.2011.08.028
RSM2270,Experimental,Cd3 H62 C72 S2 N16 O14,1.3042,4.31828,0.8602,10.1021/cg050458i
RSM2277,Experimental,Mn6 H52 C88 O24,0.9945,4.03787,0.8985,10.1021/cg201552g
RSM2282,Experimental,Eu8 H28 C72 S12 O50,1.5911,5.39221,0.6348,10.1002/jccs.201200612
RSM2283,Experimental,Ni2 H72 C72 S12 N12,1.0492,3.39729,0.9483,10.1016/S0277-5387(98)00029-1
RSM2288,Experimental,Cd3 H54 C90 N6 Cl12 O6,0.9186,7.20356,0.8157,10.1021/ja052431t
RSM2297,Experimental,Eu4 H48 C96 O24,0.7853,5.03676,0.7924,10.1021/ic800394g
RSM2305,Experimental,Zn12 H16 C80 O64,1.1888,3.88944,0.759,10.1039/c0cc04890a
RSM2317,Experimental,Cu6 H64 C70 S12 N12 O8,1.159,3.73598,0.8455,10.1016/j.jssc.2015.08.022
RSM2333,Experimental,Cd8 H44 C84 N12 O24,1.69,3.76983,0.7063,10.1002/zaac.201500061
RSM2337,Experimental,Eu4 H52 C84 N8 O24,1.1882,3.65486,0.7793,10.1039/C3TA14489E
RSM2339,Experimental,Mn12 H16 C80 O64,1.4185,3.53912,0.7804,10.1021/acs.inorgchem.5b00180
RSM2343,Experimental,Zn12 H16 C80 O64,1.4671,2.98251,0.7569,10.1021/acs.cgd.6b01129
RSM2347,Experimental,Zn4 H64 C80 N8 O16,1.2612,3.01377,0.9444,10.1002/chem.201100176
RSM2357,Experimental,Cd6 H48 C84 N12 O24,1.9791,2.96195,0.77,10.1039/C3DT52888J
RSM2360,Experimental,Cu6 H52 C84 N8 O24,1.0394,7.3091,0.8853,10.1039/c0cc05074a
RSM2366,Experimental,Cd2 H72 C64 Br4 N24 O8,1.1649,3.41376,0.8461,10.1002/ejic.200501060
RSM2369,Experimental,Na12 Zn6 H24 C72 O60,1.067,9.62,0.7777,10.1002/anie.201500468
RSM2378,Experimental,Ni4 H56 C88 N12 O16,1.3732,3.03465,0.9258,10.1039/C3CE42203H
RSM2388,Experimental,Zn6 H48 C96 O26,0.9452,9.80695,0.864,10.1021/cg201059d
RSM2400,Experimental,Cd4 H60 C92 N8 O12,0.9957,5.86283,0.8414,10.14102/j.cnki.0254-5861.2011-0984
RSM2401,Experimental,Zn8 H48 C80 O40,1.2314,3.24221,0.8279,10.1039/b618796j
RSM2422,Experimental,Co2 Cu4 H64 C72 N24 Cl12,1.6584,3.29447,0.8439,10.1039/dt9930000687
RSM2423,Experimental,Tb4 Cu6 H60 C48 N12 O48,1.9114,4.53424,0.7108,10.1016/j.ica.2009.02.040
RSM2424,Experimental,Eu2 H48 C88 S8 N8 O24,1.4623,2.79266,0.8203,10.1142/S1088424615500820
RSM2425,Experimental,Gd4 Cu6 H60 C48 N12 O48,1.8901,4.56592,0.7154,10.1021/ja200978u
RSM2428,Experimental,Cu6 H60 C76 N8 O28,1.2457,2.91855,0.8878,10.1039/C5CE01094B
RSM2430,Experimental,La2 H48 C88 S8 N8 O24,1.4545,2.79195,0.8347,10.1142/S1088424615500820
RSM2434,Experimental,Gd2 H48 C88 S8 N8 O24,1.5465,2.75531,0.8139,10.1007/s13738-014-0482-y
RSM2454,Experimental,Cu6 H54 C84 N6 O30,0.9377,4.7271,0.8734,10.1021/ja203898s                                                    
RSM2459,Experimental,Ga9 Fe3 P12 H66 C24 N18 O48,1.9421,4.4178,0.7689,10.1021/cm052859r                                                    
RSM2467,Experimental,Mn4 H60 C76 S4 N12 O24,1.2267,4.51731,0.926,10.1080/15533174.2012.654878
RSM2469,Experimental,Zn20 H32 C72 O56,1.3013,6.81491,0.7025,10.1039/C5RA12543J
RSM2476,Experimental,Mn2 H32 C40 N4 O12,1.1186,4.40706,0.9601,10.1002/ejic.200600198
RSM2477,Experimental,Co4 H72 C72 S4 N12 O16,0.9982,4.24137,0.9445,10.1039/b304201d
RSM2481,Experimental,Lu6 H18 W24 C42 N6 O86,3.5366,2.97112,0.3471,10.1016/j.ica.2013.03.012
